식품명,No.,SAMPLE_ID,성분,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1포장당,에너지(Kcal),에너지(kj),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),총 포화 지방산(%),트랜스 지방산(g),면,스프
너구리컵,31,P065196-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065196,식약처('21),62,280.0,-,5,10,42,4.0,940.0,0,5,-,0,"소맥분(호주산, 미국산) , 팜유(말레이시아산) , 감자전분 (독일산) , 변성전분 , 혼합감자전분분말 , 난각칼슘 , 정제염 , 해물페이스트 , 면류첨가알칼리제(산도조절제) , 혼합제제(산도조절제) , 올리고녹차풍미액 , 비타민B2","정제염 , 해물채소분말 , 정백당 , 조미소고기분말, 육수맛조미베이스, 복합조미간장분말, 볶음양념분, 조미돈지분말 , 조미양념분5’-리보뉴클레오티드이나트륨, 칠리맛풍미분, 매운양념분말 , 홍합맛분말, 해물베이스, 오징어조미분말, 멸치조미분, 양파풍미분 , 호박산이나트륨, 마늘베이스, 혼합제제(변성전분, 물엿분말) , 분말카라멜(카라멜색소, 물엿분말), 조개베이스분말, 후추가루, 건양배추 , 건미역, 건조반달오뎅, 건다시마, 오징어맛후레이크."
너구리큰사발면,32,P065197-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065197,식약처('21),111,515.0,-,9,21,72,4.0,1550.0,0,10,-,0,"소맥분(밀:호주산, 미국산), 팜유(말레이시아산), 감자전분(덴마크산), 변성전분, 난각칼슘, 정제염, 식물성풍미유, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B2.","해물채소분말, 정제염, 복합조미간장분말, 조미소고기분말, 정백당, 매운맛분말, 조미돈지분말, 홍합지미베이스분말, 5'-리보뉴클레오티드이나트륨, 시원한육수분말, 조미양념분, 홍합추출물분말, 칠리맛풍미분, 멸치조미분, 혼합제제(변성전분, 물엿분말), 진한맛조미분, 육맛조미분, 간장조미분말, 사골추출물분말, 양파풍미분, 호박산이나트륨, 후레바부스터분말, 매운양념분말, 후추가루, 마늘베이스, 건조어묵, 건미역, 건다시마, 건파"
무파마탕면큰사발면,33,P065199-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065199,식약처('21),112,495.0,-,9,17,76,4.0,1570.0,0,8,-,0,"소맥분(밀:호주산,미국산), 팜유(말레이시아산), 감자전분(덴마크산), 변성전분, 난각칼슘, 정제염, 이스트조미액, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B2","국밥베이스분말, 마늘베이스, 정제염, 양지비프스톡분말, 칠리맛조미분, 복합조미간장분말, 무국베이스, 비프양념분말, 양념육수베이스, 물엿분말, 매운맛분말, 사태추출물분말, 마늘동결건조분말, 육수맛조미베이스, 고축가루, 장국맛분말, 소고기풍미분말, 육수맛조미베이스, 고춧가루, 장국맛분말, 소고기풍미분 5'-리보뉴클레오티드이나트륨, 맛베이스, 후추가루, 호박산이나트륨, 생강추출물분말, 조미단백, 건파(파:중국산), 튀김마늘, 동결건조무후레이크, 동결건조(파:중국산), 조미건조홍고추"
보글보글부대찌개큰사발면,34,P065201-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065201,식약처('21),109,480.0,-,9,16,75,5.0,1690.0,5,8,-,0,"소맥분(밀:호주산,미국산), 감자전분(덴마크산), 팜유(말레이시아산), 변성전분, 난각칼슘, 정제염, 시즈닝페이스트, 이스트조미액, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B2","스프류/부대찌개분말, 햄시즈닝분말, 떡고명, 양념찌개분말, 칠리맛풍미분, 정제염, 치즈풍미분말, 정백당, 볶음양념분, 속성김치분말, 5'-리보뉴클레오티드이나트륨, 조미아미노산간장분말, 비크림, 수화검(구아검, 잔탄검), 변성전분, 간장분말, 후추가루, 돈골추출분말, 사골추출분말, 복합양념분말, 건조소시지, 건조김치후레이크, 햄형후레이크, 건청경채"
볶음너구리큰사발면,35,P065202-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065202,식약처('21),110,515.0,-,10,22,69,6.0,1090.0,3,9,-,0,"소맥분(호주산),팜유(말레이시아산),감자전분(독일산),변성전분,식물성풍미유,난각칼슘,정제염,해물페이스트,면류첨 가알카리제(산도조절제),혼합제제(산도조절제),올리고녹차풍미액, 비타민B2","채종유,대두단백,정백당,포도당,홍합조미분,홍합지미베이스분말, 해물채소분말,칠리맛조미분,복합조미간장분말,볶음양념분,오징어풍미분말,조미아미노산간장분말,멸치조미분,정제염,혼합해물베이스분말,5'-리보뉴클레오티드이나트륨, 해물베이스,고춧가루,호박산이나트륨,분말카라멜(카라멜색소,물엿분말),후추가루,매운맛풍미유,홍합볼, 너구리형어묵, 건다시마, 건당근, 건미역"
사리곰탕컵,36,P065203-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065203,식약처('21),61,275.0,-,5,10,41,2.0,1050.0,0,5,-,0,"소맥분(밀:호주산,미국산), 팜유(말레이시아산), 감자전분(덴마크산), 변성전분, 쌀가루, 난각칼슘, 정제염, 식물성풍미유, 사골비프혼합추출물, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액","비프사골풍미료, 소고기풍미분, 비프스톡조미분, 도가니맛조미분, 정제염, 비크림, 사태추출분말, 팜유조미분말, 맛베이스, 호화쌀가루, 양파베이스, 물엿분말, 정백당, 후추가루, 5'-리보뉴클레오티드이나트륨, 호박산이나트륨, 조미양념분, 동결건조파"
사리곰탕큰사발면,37,P065204-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065204,식약처('21),111,490.0,-,8,17,76,3.0,1590.0,0,8,-,0,"소맥분(밀:호주산,미국산), 감자전분(덴마크산), 팜유(말레이시아산),쌀가루, 변성전분, 글루텐, 정제염, 난각칼슘, 식물성풍미유, 사골비프혼합추출물, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액","비프사골풍미료,도가니맛조미분,비프스톡조미분, 소고기풍미분,비크림, 사태추출분말, 팜유조미분말,물엿분말, 정제염, 양파베이스, 호화쌀가루, 정백당, 5'-리보뉴클레오티드이나트륨, 후추가루, 호박산이나트륨, 조미양념분, 건파, 동결건조파"
사천짜파게티큰사발면,38,P065205-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065205,식약처('21),115,535.0,-,9,20,80,8.0,1010.0,0,9,-,0,"소맥분(밀:호주산,미국산), 팜유(말레이시아산),감자전분(덴마크산),변성전분,난각칼슘,정제염,식물성풍미유,면류첨가알칼리제(산도조절제),혼합제제(산도조절제),올리고녹차풍미액,비타민B2","건양배추,사천짜장베이스,분말짜장,건감자튀김,분말카라멜(카라멜색소,물엿분말,효소처리스테비아),정백당,볶음조미옥수수분,볶음양파분,소고기양념풍미료,물엿분말,볶음조미소맥분,간장분말,5'-리보뉴클레오티드이나트륨,조미양념분,고춧가루,풍미간장조미분,사천짜장풍미유,짜장풍미유,사천조미유,양파조미유,파풍미유,매운야채풍미유"
새우탕컵,39,P065206-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065206,식약처('21),67,290.0,-,5,11,43,3.0,1210.0,5,6,-,0,"소맥분(밀:미국산,호주산), 팜유(말레이시아산), 감자전분(덴마크산,독일산), 변성전분, 난각칼슘, 정제염, 마늘조미액 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제),올리고녹차풍미액, 비타민B2","정제염, 매운탕풍미분말, 육수베이스분말, 조미양념분, 호화옥수수분, 가리비추출물분말, 비프조미분, 마늘베이스, 오징어조미분말, 항산조미분,호박산이나트륨,분말카라멜(카라멜색소, 물엿분말), 5-리보뉴클레오티드이나트륨,멸치조미분,후추추출물분말,어포,새우맛볼,건파,건당근,건새우(중국산),건미역"
새우탕큰사발면,40,P065207-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065207,식약처('21),115,510.0,-,10,18,77,5.0,1590.0,10,9,-,0,"소맥분(밀:호주산,미국산),팜유(말레이시아산),감자전분(덴마크산), 변성전분, 난각칼슘, 정제염, 야채조미추출물, 면류첨가알카리제(산도조절제),혼합제제(산도조절제),구아검,올리고녹차풍미액,비타민B2.","새우베이스분말, 정제염, 정백당, 호화옥수수분, 매운탕풍미분말, 조미양념분, 육수베이스분말, 매운맛분말, 모듬해물분말, 홍합지미베이스분말, 오징어풍미분말, 5＇-리보뉴클레오티드이나트륨, 새우엑기스분말, 혼합해물베이스분말, 호박산이나트륨, 후레바부스터분말, 향신조미분, 후추가루, 수화검(구아검,잔탄검), 어포, 새우맛볼, 건미역, 건당근, 건새우(중국산)"
순한너구리컵,41,P065208-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065208,식약처('21),63,275.0,-,5,9,43,4.0,1210.0,0,5,-,0,"소맥분(호주산),감자전분(독일산),팜유(말레이시아산),변성전분,난각칼슘,정제염,야채조무추출물,면류첨가알칼리제(산도조절제),혼합제제(산도조절제),올리고녹차풍미액, 비타민B2","다랑어추출물분말,정제염,정백당,육수맛조미베이스,물엿분말,복합식물성풍미분말,멸치조미분,조미아미노산간장분말,멸치맛분말,5'-리보뉴클레오티드이나트륨,조미양념분,볶음양념분,양파풍미분,마늘베이스,후추가루,오징어풍미료,양념해물베이스,육맛조미분,호박산이나트륨,분말카라멜(카라멜색소,물엿분말),칠리맛풍미분,고춧가루,진한맛조미분,건미역,반달어묵,건장근,건다시마"
辛라면 BLACK(컵),42,P065209-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065209,식약처('21),101,440.0,-,9,15,67,4.0,1450.0,0,8,-,0,"소맥분(호주산,미국산),팜유(말레이시아산), 감자전분, 쌀가루, 변성전분, 글루텐, 난각칼슘, 정제염, 양파풍미액, 면류첨가알칼리제(산도조절제), 복합토코페롤분말{물엿분말, d-토코페롤(혼합형), 변성전분, 시클로덱스트린}, 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B2","양파조미분(양파쥬스농축액, 돈골추출물, 물엿, 정제염, 양파퓨레농축액), 우골조미분말, 양파풍미분, 육수맛조미베이스, 정제염, 볶음양파분, 조미돈지분말, 물엿분말, 칠리맛풍미분, 호화쌀가루, 버섯야채조미분, 볶음양년분, 양파퓨레분말, 조미홍고추분말, 콩나물추출물분말, 무국베이스, 우거지추출물분말, 간장분말, 조미아미노산간장분말, 분말카라멜(물엿분말, 카라멜색소), 후추가루, 진한맛조미분, 매운맛조미분, 표고버섯분말, 생각추출물분말, 건양송이, 건마늘"
신라면 큰사발면,43,P065210-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065210,식약처('21),114,500.0,-,9,17,75,6.0,1550.0,0,8,-,0,"소맥분(밀:호주산,미국산),팜유(말레이시아산),감자전분(덴마크산),변성전분,난각칼슘,정제염,이스트조미액,면류첨가알칼리제(산도조절제),혼합제제(산도조절제),올리고녹차풍미액,비타민b2","복합조미간장분말,정제염,버섯풍미분말,정백당,비프조미분,변경전분,매운탕분말,사골된장분말,양파풍미분,생고추조미분말,칠리맛조미분,수육조미분,포도당,양념구이조미분,볶음양념분,후추가루,조미양념분,분말된장,사골추출물분말,마늘추출물분말,육수조미분말,5'-리보뉴클레오티드이나트륨,호박산이나트륨,양파조미베이스,장국양념분말,다시마정미추출분말,매운맛조미분,고춧가루,분말카라멜(카라멜색소,물엿분말),생강추출물분말,조미단백,건파,건푝버섯,건당근,건청경채,조미건조홍고추"
신라면블랙사발,44,P065211-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065211,식약처('21),101,445.0,-,9,15,68,5.0,1530.0,10,7,-,0,"소맥분(밀:호주산,미국산),감자전분(덴마크산),팜유(말레이시아산),변성전분, 식물성풍미유, 난각칼슘, 정제염, 야채조미추출물, 면류첨가알칼리제(산도조절제),혼합제제(산도조절제),올리고녹차풍미액,마리골드색소","돈골추출물분말,물엿분말,비크림,정제말토스,육수맛조미베이스,마늘베이스,비프본오일분말,양파풍미분,양파볶음분말,버섯야채조미분,참깨조미분말,우공조미분말,사골분말,야채분말,칠리맛풍미분,정백당,정제염, 5'-리보뉴클레오티드이나트륨,간장분말,볶음양념분,표고버섯분말,다시마추출분말,콩나물추출분말,양지무베이스분말,새우액젓분말,동결건조양파분말,참기름양파볶음분말,후추가루,김치조미베이스,조미홍고추분말,호박산이나트륨,매운맛조미분,생강추출물분말,건청경채,고기고명,계란후레이크,건표고버섯,링홍고추후레이크"
신라면블랙사발 두부김치,45,P065212-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065212,식약처('21),94,400.0,-,7,13,64,7.0,1710.0,3,7,-,0,"소맥분(밀:미국산,호주산),팜유(말레이시아산),감자전분(독일산),변성전분,난각칼슘,정제염,야채풍미액,면류첨가알칼리제(산도조절제),혼합제제(산도조절제),올리고녹차풍미액,비타민b2","볶음김치풍미분,건조김치후레이크,조미맛분말베이스,돈골분말,칠리맛조미분,양파풍미분,포도당,정백당,물엿분말,포크오일분말,5'-리보뉴클레오티드이나트륨,소고기분말,마늘추출물분말,볶음양념분,복합조미간장분말,팜유조미분말,염장고추분말,구연산,대파추출물분말,후레바부스터분말,김치볶음맛분말,생강추출물분말,호박산이나트륨,후추가루,건조두부,건청경채"
신라면컵,46,P065213-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065213,식약처('21),65,300.0,-,5,10,47,3.0,1290.0,0,5,-,0,"소맥분(밀:호주산,미국산), 감자전분(덴마크산),팜유(말레이시아산),변성전분,난각칼슘,식물성풍미유,정제염,면류첨가알칼리제(산도조절제),혼합제제(산도조절제),구아검,올리고녹차풍미액,비타민B2","정제염,복합조미간장분말,간장풍미분말,정백당,변성전분,매운탕분말,칠리맛조미분,조미소고기분말,볶음양념분,조미양념분,콩나물추출물분말,마늘추출물분말,분말된장,국밥베이스분말,사골된장분말,조미홍고추분말,비프조미분,생고추조미분말,양파풍미분,비프장국분말,표고버섯분말,후추가루,조미육베이스,5'-리보뉴클레오티드이나트륨,호박산이나트륨,매운맛조미분,분말카라멜(카라멜색소,물엿분말),풍미간장조미분,생각추출물분말,건파,건표고버섯,건당근,조미건조홍고추"
안성탕면컵,47,P065214-ZZ-AVG,,(주)농심,2021,가공식품,유탕면,P065214,식약처('21),66,290.0,-,5,11,43,3.0,1000.0,0,6,-,0,"소맥분(밀:미국산, 호주산), 팜유(말레이시아산), 감자전분 (덴마크산, 독일산), 변성전분, 난각칼슘, 정제염, 마늘조미액, 면류첨가알칼리제(산도조절제), 혼합제제(산도조절제), 올리고녹차풍미액, 비타민B2","맛베이스, 양지비프스톡분말, 정제염, 정백당, 고소한양념분말, 양념조미분말, 미역조미된장분말, 구수한맛분말, 참깨조미분말, 간장조미분말, 마늘베이스 양념장베이스, 호화옥수수분, 매운맛분말, 5'-리보뉴클레이티드이나트륨, 복합양념분말, 사골추출물분말, 염장코추분말, 비프본오일분말, 볶음된장분말, 수화검(구아검, 잔탄검), 후레바부스터분말, 칠리맛조미분, 호박산이나트륨, 후추가루, 계란스크램블, 동결건조애호박, 건미역, 조미건조홍고추"
